TIME             CONTAINER_ID  UID    COMM             PID/host        TID/host        RET              EVENT                ARGS
07:50:51:399490  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /image/spec, mode: 511
07:50:51:400671  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /image/tarexport, mode: 511
07:50:51:400909  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /image/v1, mode: 511
07:50:51:401257  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /integration, mode: 511
07:50:51:401300  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /integration/build, mode: 511
07:50:51:402503  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /integration/build/testdata, mode: 511
07:50:51:402628  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /integration/config, mode: 511
07:50:51:402764  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /integration/container, mode: 511
07:50:51:406772  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /integration/daemon, mode: 511
07:50:51:408249  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /integration/daemon/testdata, mode: 511
07:50:51:408468  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /integration/distribution, mode: 511
07:50:51:408609  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /integration/image, mode: 511
07:50:51:409642  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /integration/internal, mode: 511
07:50:51:409683  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /integration/internal/container, mode: 511
07:50:51:410891  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /integration/internal/network, mode: 511
07:50:51:411035  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /integration/internal/requirement, mode: 511
07:50:51:411176  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /integration/internal/swarm, mode: 511
07:50:51:412078  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /integration/internal/termtest, mode: 511
07:50:51:412191  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /integration/network, mode: 511
07:50:51:412416  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /integration/network/ipvlan, mode: 511
07:50:51:413166  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /integration/network/macvlan, mode: 511
07:50:51:413557  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /integration/plugin, mode: 511
07:50:51:413593  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /integration/plugin/authz, mode: 511
07:50:51:414593  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /integration/plugin/common, mode: 511
07:50:51:414722  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /integration/plugin/graphdriver, mode: 511
07:50:51:417053  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /integration/plugin/logging, mode: 511
07:50:51:417102  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /integration/plugin/logging/cmd, mode: 511
07:50:51:417138  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /integration/plugin/logging/cmd/close_on_start, mode: 511
07:50:51:417217  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /integration/plugin/logging/cmd/discard, mode: 511
07:50:51:417360  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /integration/plugin/logging/cmd/dummy, mode: 511
07:50:51:417649  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /integration/plugin/volumes, mode: 511
07:50:51:418230  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /integration/plugin/volumes/cmd, mode: 511
07:50:51:418265  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /integration/plugin/volumes/cmd/dummy, mode: 511
07:50:51:418442  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /integration/secret, mode: 511
07:50:51:418576  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /integration/service, mode: 511
07:50:51:419897  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /integration/session, mode: 511
07:50:51:420019  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /integration/system, mode: 511
07:50:51:421573  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /integration/testdata, mode: 511
07:50:51:421621  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /integration/testdata/https, mode: 511
07:50:51:422582  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /integration/volume, mode: 511
07:50:51:422860  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /integration-cli, mode: 511
07:50:51:424607  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /integration-cli/checker, mode: 511
07:50:51:424736  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /integration-cli/cli, mode: 511
07:50:51:424786  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /integration-cli/cli/build, mode: 511
07:50:51:424969  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /integration-cli/daemon, mode: 511
07:50:51:434955  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /integration-cli/environment, mode: 511
07:50:51:435092  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /integration-cli/fixtures, mode: 511
07:50:51:435128  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /integration-cli/fixtures/auth, mode: 511
07:50:51:435199  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /integration-cli/fixtures/credentialspecs, mode: 511
07:50:51:435271  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /integration-cli/fixtures/https, mode: 511
07:50:51:436957  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /integration-cli/fixtures/registry, mode: 511
07:50:51:437076  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /integration-cli/requirement, mode: 511
07:50:51:437451  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /integration-cli/testdata, mode: 511
07:50:51:438623  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /internal, mode: 511
07:50:51:438660  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /internal/mounttree, mode: 511
07:50:51:438735  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /internal/test, mode: 511
07:50:51:438768  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /internal/test/suite, mode: 511
07:50:51:438912  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /internal/unshare, mode: 511
07:50:51:439207  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /layer, mode: 511
07:50:51:440814  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /libcontainerd, mode: 511
07:50:51:440920  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /libcontainerd/local, mode: 511
07:50:51:441807  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /libcontainerd/queue, mode: 511
07:50:51:441912  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /libcontainerd/remote, mode: 511
07:50:51:442527  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /libcontainerd/supervisor, mode: 511
07:50:51:444162  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /libcontainerd/types, mode: 511
07:50:51:444315  31558a4fe0bb  0      dockerd          12     /575845  1311   /577256  0                mkdirat              dirfd: -100, pathname: /libnetwork, mode: 511
